state_class,strategy,sample_idx,fidelity,compression_ratio,basis
haar,wht_only,0,0.9576781965441785,8.402051282051282,wht
haar,kstar_90,0,0.9576781965441785,8.402051282051282,wht
haar,kstar_50,0,0.9608404248597019,8.399897462189182,identity
haar,topk_mass,0,0.9608404248597019,8.399897462189182,identity
haar,quant_probe,0,0.9608404248597019,8.399897462189182,identity
haar,hybrid,0,0.9608404248597019,8.399897462189182,identity
haar,oracle,0,0.9608404248597019,8.399897462189182,identity
haar,wht_only,1,0.962571847500005,8.402051282051282,wht
haar,kstar_90,1,0.962571847500005,8.402051282051282,wht
haar,kstar_50,1,0.962571847500005,8.402051282051282,wht
haar,topk_mass,1,0.962571847500005,8.402051282051282,wht
haar,quant_probe,1,0.962571847500005,8.402051282051282,wht
haar,hybrid,1,0.962571847500005,8.402051282051282,wht
haar,oracle,1,0.962571847500005,8.402051282051282,wht
haar,wht_only,2,0.9601367601940289,8.402051282051282,wht
haar,kstar_90,2,0.9595458973691141,8.399897462189182,identity
haar,kstar_50,2,0.9595458973691141,8.399897462189182,identity
haar,topk_mass,2,0.9601367601940289,8.402051282051282,wht
haar,quant_probe,2,0.9601367601940289,8.402051282051282,wht
haar,hybrid,2,0.9601367601940289,8.402051282051282,wht
haar,oracle,2,0.9601367601940289,8.402051282051282,wht
haar,wht_only,3,0.9576792031444122,8.402051282051282,wht
haar,kstar_90,3,0.9539069999350417,8.399897462189182,identity
haar,kstar_50,3,0.9539069999350417,8.399897462189182,identity
haar,topk_mass,3,0.9539069999350417,8.399897462189182,identity
haar,quant_probe,3,0.9576792031444122,8.402051282051282,wht
haar,hybrid,3,0.9576792031444122,8.402051282051282,wht
haar,oracle,3,0.9576792031444122,8.402051282051282,wht
haar,wht_only,4,0.9573223871004446,8.402051282051282,wht
haar,kstar_90,4,0.9574315751281524,8.399897462189182,dct
haar,kstar_50,4,0.9574315751281524,8.399897462189182,dct
haar,topk_mass,4,0.9574315751281524,8.399897462189182,dct
haar,quant_probe,4,0.9587212465011996,8.399897462189182,identity
haar,hybrid,4,0.9587212465011996,8.399897462189182,identity
haar,oracle,4,0.9587212465011996,8.399897462189182,identity
haar,wht_only,5,0.9588105941913332,8.402051282051282,wht
haar,kstar_90,5,0.9580452215917451,8.399897462189182,identity
haar,kstar_50,5,0.9580452215917451,8.399897462189182,identity
haar,topk_mass,5,0.9588105941913332,8.402051282051282,wht
haar,quant_probe,5,0.9588105941913332,8.402051282051282,wht
haar,hybrid,5,0.9588105941913332,8.402051282051282,wht
haar,oracle,5,0.9588105941913332,8.402051282051282,wht
haar,wht_only,6,0.9561357198633982,8.402051282051282,wht
haar,kstar_90,6,0.9561357198633982,8.402051282051282,wht
haar,kstar_50,6,0.9561357198633982,8.402051282051282,wht
haar,topk_mass,6,0.9561357198633982,8.402051282051282,wht
haar,quant_probe,6,0.9598721071418986,8.399897462189182,dct
haar,hybrid,6,0.9598721071418986,8.399897462189182,dct
haar,oracle,6,0.9598721071418986,8.399897462189182,dct
haar,wht_only,7,0.9572533872217304,8.402051282051282,wht
haar,kstar_90,7,0.9560330049543048,8.399897462189182,dct
haar,kstar_50,7,0.9560330049543048,8.399897462189182,dct
haar,topk_mass,7,0.9560330049543048,8.399897462189182,dct
haar,quant_probe,7,0.9572533872217304,8.402051282051282,wht
haar,hybrid,7,0.9572533872217304,8.402051282051282,wht
haar,oracle,7,0.9572533872217304,8.402051282051282,wht
haar,wht_only,8,0.9584894875085412,8.402051282051282,wht
haar,kstar_90,8,0.9592459791408836,8.399897462189182,identity
haar,kstar_50,8,0.9592459791408836,8.399897462189182,identity
haar,topk_mass,8,0.9592459791408836,8.399897462189182,identity
haar,quant_probe,8,0.9599715500597256,8.399897462189182,dct
haar,hybrid,8,0.9599715500597256,8.399897462189182,dct
haar,oracle,8,0.9599715500597256,8.399897462189182,dct
