state_class,magnitude_quantizer,bits_per_magnitude,bits_per_phase,k,sample_idx,fidelity,compression_ratio
haar,lloyd,2,2,,8,0.8479247871904377,12.337349397590362
haar,topk,2,2,8.0,8,0.8480616499984402,11.636363636363637
haar,log,2,2,,8,0.8420572354518719,12.337349397590362
haar,percentile,2,2,,8,0.8493037799539472,11.361997226074896
haar,lloyd,3,3,,8,0.9585456941714632,8.752136752136753
haar,topk,3,3,8.0,8,0.959265914037088,8.402051282051282
haar,log,3,3,,8,0.9571676244633159,8.752136752136753
haar,percentile,3,3,,8,0.9592440442614455,8.261187444850624
haar,lloyd,4,4,,8,0.9895202597406412,6.69281045751634
haar,topk,4,4,8.0,8,0.9898791606537716,6.491283676703645
haar,log,4,4,,8,0.9892890364019761,6.69281045751634
haar,percentile,4,4,,8,0.9898918086297273,6.408761979268531
haar,lloyd,2,2,,9,0.8453361846286235,12.337349397590362
haar,topk,2,2,8.0,9,0.8484614102551289,11.636363636363637
haar,log,2,2,,9,0.8386401804823723,12.337349397590362
haar,percentile,2,2,,9,0.8474823587727507,11.361997226074896
haar,lloyd,3,3,,9,0.9548552164977044,8.752136752136753
haar,topk,3,3,8.0,9,0.9562370035706191,8.402051282051282
haar,log,3,3,,9,0.9528638463233655,8.752136752136753
haar,percentile,3,3,,9,0.9562386341476514,8.261187444850624
haar,lloyd,4,4,,9,0.9886343005658643,6.69281045751634
haar,topk,4,4,8.0,9,0.9890340205427164,6.491283676703645
haar,log,4,4,,9,0.9882496364233645,6.69281045751634
haar,percentile,4,4,,9,0.9892060189530358,6.408761979268531
haar,lloyd,2,2,,10,0.8447178047221383,12.337349397590362
haar,topk,2,2,8.0,10,0.8450596743576055,11.636363636363637
haar,log,2,2,,10,0.8335505580549627,12.337349397590362
haar,percentile,2,2,,10,0.8458754566354658,11.361997226074896
haar,lloyd,3,3,,10,0.9579445093215282,8.752136752136753
haar,topk,3,3,8.0,10,0.9587003447701571,8.402051282051282
haar,log,3,3,,10,0.9568464624481064,8.752136752136753
haar,percentile,3,3,,10,0.9587439811738904,8.261187444850624
haar,lloyd,4,4,,10,0.9894309778642069,6.69281045751634
haar,topk,4,4,8.0,10,0.9895959838475572,6.491283676703645
haar,log,4,4,,10,0.989166957760476,6.69281045751634
haar,percentile,4,4,,10,0.9895591884685561,6.408761979268531
haar,lloyd,2,2,,11,0.8511815330073642,12.337349397590362
haar,topk,2,2,8.0,11,0.8541330081032421,11.636363636363637
haar,log,2,2,,11,0.8401275579004543,12.337349397590362
haar,percentile,2,2,,11,0.8549383575401016,11.361997226074896
haar,lloyd,3,3,,11,0.9564831357915496,8.752136752136753
haar,topk,3,3,8.0,11,0.9574075055298237,8.402051282051282
haar,log,3,3,,11,0.9535470640856631,8.752136752136753
haar,percentile,3,3,,11,0.9576519639873348,8.261187444850624
haar,lloyd,4,4,,11,0.9890807153177377,6.69281045751634
haar,topk,4,4,8.0,11,0.9888781038683742,6.491283676703645
haar,log,4,4,,11,0.9883573611856341,6.69281045751634
haar,percentile,4,4,,11,0.9890675680018527,6.408761979268531
haar,lloyd,2,2,,12,0.843556933134185,12.337349397590362
haar,topk,2,2,8.0,12,0.8444555145890099,11.636363636363637
haar,log,2,2,,12,0.8368178863955043,12.337349397590362
haar,percentile,2,2,,12,0.8448862798969959,11.361997226074896
haar,lloyd,3,3,,12,0.957745373329944,8.752136752136753
haar,topk,3,3,8.0,12,0.9577918270722802,8.402051282051282
haar,log,3,3,,12,0.9555624219079384,8.752136752136753
haar,percentile,3,3,,12,0.9579893333393079,8.261187444850624
haar,lloyd,4,4,,12,0.9890424090282436,6.69281045751634
haar,topk,4,4,8.0,12,0.9894003940795877,6.491283676703645
haar,log,4,4,,12,0.9889755227199746,6.69281045751634
haar,percentile,4,4,,12,0.9895131694422864,6.408761979268531
haar,lloyd,2,2,,13,0.8402242889898891,12.337349397590362
haar,topk,2,2,8.0,13,0.843109730361445,11.636363636363637
haar,log,2,2,,13,0.8318950232769209,12.337349397590362
haar,percentile,2,2,,13,0.8440641502229899,11.361997226074896
haar,lloyd,3,3,,13,0.958276477052517,8.752136752136753
haar,topk,3,3,8.0,13,0.9597049411788607,8.402051282051282
haar,log,3,3,,13,0.9565166213821388,8.752136752136753
haar,percentile,3,3,,13,0.9591629827586073,8.261187444850624
haar,lloyd,4,4,,13,0.9884293390412522,6.69281045751634
haar,topk,4,4,8.0,13,0.9885540447645851,6.491283676703645
haar,log,4,4,,13,0.988057961992621,6.69281045751634
haar,percentile,4,4,,13,0.9887992033914198,6.408761979268531
haar,lloyd,2,2,,14,0.8440724698106106,12.337349397590362
haar,topk,2,2,8.0,14,0.8459397066148102,11.636363636363637
haar,log,2,2,,14,0.8358166898846803,12.337349397590362
haar,percentile,2,2,,14,0.8455669752779608,11.361997226074896
haar,lloyd,3,3,,14,0.9571001058655408,8.752136752136753
haar,topk,3,3,8.0,14,0.9574237834962567,8.402051282051282
haar,log,3,3,,14,0.9546736795048023,8.752136752136753
haar,percentile,3,3,,14,0.9575483944415657,8.261187444850624
haar,lloyd,4,4,,14,0.9885911826166779,6.69281045751634
haar,topk,4,4,8.0,14,0.989082485090709,6.491283676703645
haar,log,4,4,,14,0.988363903126714,6.69281045751634
haar,percentile,4,4,,14,0.988770499345961,6.408761979268531
haar,lloyd,2,2,,15,0.8308525384003046,12.337349397590362
haar,topk,2,2,8.0,15,0.8337761282563896,11.636363636363637
haar,log,2,2,,15,0.821086087700774,12.337349397590362
haar,percentile,2,2,,15,0.8325841697157765,11.361997226074896
haar,lloyd,3,3,,15,0.9571949412806461,8.752136752136753
haar,topk,3,3,8.0,15,0.9579840897779204,8.402051282051282
haar,log,3,3,,15,0.955231126356958,8.752136752136753
haar,percentile,3,3,,15,0.9585569652647923,8.261187444850624
haar,lloyd,4,4,,15,0.9880090740693114,6.69281045751634
haar,topk,4,4,8.0,15,0.9887340785465807,6.491283676703645
haar,log,4,4,,15,0.9876807237404511,6.69281045751634
haar,percentile,4,4,,15,0.988648382878526,6.408761979268531
haar,lloyd,2,2,,16,0.8392846931564608,12.337349397590362
haar,topk,2,2,8.0,16,0.8415653459367861,11.636363636363637
haar,log,2,2,,16,0.831502874680661,12.337349397590362
haar,percentile,2,2,,16,0.8421478224780133,11.361997226074896
haar,lloyd,3,3,,16,0.956887321189565,8.752136752136753
haar,topk,3,3,8.0,16,0.9578713845545295,8.402051282051282
haar,log,3,3,,16,0.9558151293278343,8.752136752136753
haar,percentile,3,3,,16,0.9584023769533161,8.261187444850624
haar,lloyd,4,4,,16,0.9885022717841144,6.69281045751634
haar,topk,4,4,8.0,16,0.9892987228906942,6.491283676703645
haar,log,4,4,,16,0.988511056821539,6.69281045751634
haar,percentile,4,4,,16,0.9893960191721416,6.408761979268531
haar,lloyd,2,2,,17,0.8490798442093017,12.337349397590362
haar,topk,2,2,8.0,17,0.8498845257061628,11.636363636363637
haar,log,2,2,,17,0.8381668009251004,12.337349397590362
haar,percentile,2,2,,17,0.8516393414447094,11.361997226074896
haar,lloyd,3,3,,17,0.959291299232126,8.752136752136753
haar,topk,3,3,8.0,17,0.9605688422884502,8.402051282051282
haar,log,3,3,,17,0.9581010106248455,8.752136752136753
haar,percentile,3,3,,17,0.9605331878278133,8.261187444850624
haar,lloyd,4,4,,17,0.9891011080668681,6.69281045751634
haar,topk,4,4,8.0,17,0.9892503308994227,6.491283676703645
haar,log,4,4,,17,0.9886518690667857,6.69281045751634
haar,percentile,4,4,,17,0.9894128824853464,6.408761979268531
haar,lloyd,2,2,,18,0.83348445765599,12.337349397590362
haar,topk,2,2,8.0,18,0.8354849352031044,11.636363636363637
haar,log,2,2,,18,0.8210573353005413,12.337349397590362
haar,percentile,2,2,,18,0.834888152054027,11.361997226074896
haar,lloyd,3,3,,18,0.9551273158348149,8.752136752136753
haar,topk,3,3,8.0,18,0.9553481424123522,8.402051282051282
haar,log,3,3,,18,0.9519355643880253,8.752136752136753
haar,percentile,3,3,,18,0.955545756628536,8.261187444850624
haar,lloyd,4,4,,18,0.9885744994475594,6.69281045751634
haar,topk,4,4,8.0,18,0.9893010785635843,6.491283676703645
haar,log,4,4,,18,0.9879816687093836,6.69281045751634
haar,percentile,4,4,,18,0.989145921639338,6.408761979268531
haar,lloyd,2,2,,19,0.837147981382545,12.337349397590362
haar,topk,2,2,8.0,19,0.8414293344305972,11.636363636363637
haar,log,2,2,,19,0.831043045079222,12.337349397590362
haar,percentile,2,2,,19,0.8413843712539913,11.361997226074896
haar,lloyd,3,3,,19,0.9571959375808251,8.752136752136753
haar,topk,3,3,8.0,19,0.9581013434248231,8.402051282051282
haar,log,3,3,,19,0.9550512775037192,8.752136752136753
haar,percentile,3,3,,19,0.9582925411203386,8.261187444850624
haar,lloyd,4,4,,19,0.9887833341203919,6.69281045751634
haar,topk,4,4,8.0,19,0.989547020051791,6.491283676703645
haar,log,4,4,,19,0.9884641255100227,6.69281045751634
haar,percentile,4,4,,19,0.9896295008906425,6.408761979268531
tfim,lloyd,2,2,,0,0.8008724693910794,12.337349397590362
tfim,topk,2,2,8.0,0,0.9649485869183609,11.636363636363637
tfim,log,2,2,,0,0.4328581934409618,12.337349397590362
tfim,percentile,2,2,,0,0.9835741205388701,11.441340782122905
tfim,lloyd,3,3,,0,0.7988606657068594,8.752136752136753
tfim,topk,3,3,8.0,0,0.9881495332943011,8.402051282051282
tfim,log,3,3,,0,0.5842330516314708,8.752136752136753
tfim,percentile,3,3,,0,0.9844067000197636,8.30200152014188
tfim,lloyd,4,4,,0,0.8106399829612055,6.69281045751634
tfim,topk,4,4,8.0,0,0.9894403340055536,6.491283676703645
tfim,log,4,4,,0,0.6065276509185489,6.69281045751634
tfim,percentile,4,4,,0,0.9866453754933081,6.432665881429132
tfim,lloyd,2,2,,1,0.7637672066193514,12.337349397590362
tfim,topk,2,2,8.0,1,0.9560596943178601,11.636363636363637
tfim,log,2,2,,1,0.39795720239347615,12.337349397590362
tfim,percentile,2,2,,1,0.979913642658229,11.441340782122905
tfim,lloyd,3,3,,1,0.7976281463244946,8.752136752136753
tfim,topk,3,3,8.0,1,0.9880644904844115,8.402051282051282
tfim,log,3,3,,1,0.5819645522724437,8.752136752136753
tfim,percentile,3,3,,1,0.9842494574354739,8.30200152014188
tfim,lloyd,4,4,,1,0.8110560263698904,6.69281045751634
tfim,topk,4,4,8.0,1,0.9895899841752237,6.491283676703645
tfim,log,4,4,,1,0.6068235556463509,6.69281045751634
tfim,percentile,4,4,,1,0.986501462729407,6.432665881429132
tfim,lloyd,2,2,,2,0.7609083934204296,12.337349397590362
tfim,topk,2,2,8.0,2,0.9565465326519116,11.636363636363637
tfim,log,2,2,,2,0.3766632730691451,12.337349397590362
tfim,percentile,2,2,,2,0.9799745517850623,11.441340782122905
tfim,lloyd,3,3,,2,0.796578942245608,8.752136752136753
tfim,topk,3,3,8.0,2,0.9880777064557726,8.402051282051282
tfim,log,3,3,,2,0.5830170342006421,8.752136752136753
tfim,percentile,3,3,,2,0.9846246067435633,8.30200152014188
tfim,lloyd,4,4,,2,0.8095351796301933,6.69281045751634
tfim,topk,4,4,8.0,2,0.9895674888475026,6.491283676703645
tfim,log,4,4,,2,0.6142330558526651,6.69281045751634
tfim,percentile,4,4,,2,0.9867573030642417,6.432665881429132
tfim,lloyd,2,2,,3,0.7982633229462676,12.337349397590362
tfim,topk,2,2,8.0,3,0.9603150332501854,11.636363636363637
tfim,log,2,2,,3,0.433215260848969,12.337349397590362
tfim,percentile,2,2,,3,0.9814234441369329,11.441340782122905
tfim,lloyd,3,3,,3,0.8148310873751278,8.752136752136753
tfim,topk,3,3,8.0,3,0.9891327838743889,8.402051282051282
tfim,log,3,3,,3,0.6094828428610253,8.752136752136753
tfim,percentile,3,3,,3,0.9855791258039931,8.30200152014188
tfim,lloyd,4,4,,3,0.813464686240938,6.69281045751634
tfim,topk,4,4,8.0,3,0.9905738287411965,6.491283676703645
tfim,log,4,4,,3,0.6194453125143067,6.69281045751634
tfim,percentile,4,4,,3,0.9875978338905046,6.432665881429132
tfim,lloyd,2,2,,4,0.7817765091210458,12.337349397590362
tfim,topk,2,2,8.0,4,0.9574855496414593,11.636363636363637
tfim,log,2,2,,4,0.41411714315879367,12.337349397590362
tfim,percentile,2,2,,4,0.9801656519104813,11.441340782122905
tfim,lloyd,3,3,,4,0.8132176052638529,8.752136752136753
tfim,topk,3,3,8.0,4,0.9904913365316513,8.402051282051282
tfim,log,3,3,,4,0.6070808565354402,8.752136752136753
tfim,percentile,3,3,,4,0.9875171985858976,8.30200152014188
tfim,lloyd,4,4,,4,0.8078838018653096,6.69281045751634
tfim,topk,4,4,8.0,4,0.9891742450758335,6.491283676703645
tfim,log,4,4,,4,0.6170338429643,6.69281045751634
tfim,percentile,4,4,,4,0.98605555238519,6.432665881429132
tfim,lloyd,2,2,,5,0.7770038326326044,12.337349397590362
tfim,topk,2,2,8.0,5,0.9573633250779224,11.636363636363637
tfim,log,2,2,,5,0.4090442975390867,12.337349397590362
tfim,percentile,2,2,,5,0.9801667193695369,11.441340782122905
tfim,lloyd,3,3,,5,0.8127259906696982,8.752136752136753
tfim,topk,3,3,8.0,5,0.9904751909885279,8.402051282051282
tfim,log,3,3,,5,0.6018758434071985,8.752136752136753
tfim,percentile,3,3,,5,0.9873276388955635,8.30200152014188
tfim,lloyd,4,4,,5,0.8095613168054863,6.69281045751634
tfim,topk,4,4,8.0,5,0.9892427130407059,6.491283676703645
tfim,log,4,4,,5,0.6076301217715621,6.69281045751634
tfim,percentile,4,4,,5,0.9861421572394294,6.432665881429132
tfim,lloyd,2,2,,6,0.7709522619617647,12.337349397590362
tfim,topk,2,2,8.0,6,0.9575336097637113,11.636363636363637
tfim,log,2,2,,6,0.4164542350387356,12.337349397590362
tfim,percentile,2,2,,6,0.9800979173728326,11.441340782122905
tfim,lloyd,3,3,,6,0.8025648542894283,8.752136752136753
tfim,topk,3,3,8.0,6,0.9892141785823501,8.402051282051282
tfim,log,3,3,,6,0.6003264212913095,8.752136752136753
tfim,percentile,3,3,,6,0.9855789822837853,8.30200152014188
tfim,lloyd,4,4,,6,0.8064262694511772,6.69281045751634
tfim,topk,4,4,8.0,6,0.9909102855364909,6.491283676703645
tfim,log,4,4,,6,0.607786107656308,6.69281045751634
tfim,percentile,4,4,,6,0.9876691136450767,6.432665881429132
tfim,lloyd,2,2,,7,0.8074543403213226,12.337349397590362
tfim,topk,2,2,8.0,7,0.9662482942226428,11.636363636363637
tfim,log,2,2,,7,0.4297571199467893,12.337349397590362
tfim,percentile,2,2,,7,0.9844687371964052,11.441340782122905
tfim,lloyd,3,3,,7,0.7978950861292912,8.752136752136753
tfim,topk,3,3,8.0,7,0.9879328204491958,8.402051282051282
tfim,log,3,3,,7,0.5807703410091921,8.752136752136753
tfim,percentile,3,3,,7,0.9842962926501211,8.30200152014188
tfim,lloyd,4,4,,7,0.81213536606789,6.69281045751634
tfim,topk,4,4,8.0,7,0.9888409529509724,6.491283676703645
tfim,log,4,4,,7,0.6069115796829679,6.69281045751634
tfim,percentile,4,4,,7,0.9856417568582083,6.432665881429132
tfim,lloyd,2,2,,8,0.7889452158628305,12.337349397590362
tfim,topk,2,2,8.0,8,0.9597049536288115,11.636363636363637
tfim,log,2,2,,8,0.4158240050045152,12.337349397590362
tfim,percentile,2,2,,8,0.9809815494334597,11.441340782122905
tfim,lloyd,3,3,,8,0.8056098347100563,8.752136752136753
tfim,topk,3,3,8.0,8,0.9897190122604027,8.402051282051282
tfim,log,3,3,,8,0.5977501670231657,8.752136752136753
tfim,percentile,3,3,,8,0.9863229447919775,8.30200152014188
tfim,lloyd,4,4,,8,0.8076594999484367,6.69281045751634
tfim,topk,4,4,8.0,8,0.9898550087626843,6.491283676703645
tfim,log,4,4,,8,0.6050215657650935,6.69281045751634
tfim,percentile,4,4,,8,0.9868811470651545,6.432665881429132
tfim,lloyd,2,2,,9,0.800607591824004,12.337349397590362
tfim,topk,2,2,8.0,9,0.9657044835793169,11.636363636363637
tfim,log,2,2,,9,0.4377758717484433,12.337349397590362
tfim,percentile,2,2,,9,0.984261444665387,11.441340782122905
tfim,lloyd,3,3,,9,0.7934275835954095,8.752136752136753
tfim,topk,3,3,8.0,9,0.988047647467377,8.402051282051282
tfim,log,3,3,,9,0.5855152105661662,8.752136752136753
tfim,percentile,3,3,,9,0.9841930099931199,8.30200152014188
tfim,lloyd,4,4,,9,0.8075358624827558,6.69281045751634
tfim,topk,4,4,8.0,9,0.9892430487090923,6.491283676703645
tfim,log,4,4,,9,0.6066743451720618,6.69281045751634
tfim,percentile,4,4,,9,0.9856930959790694,6.432665881429132
tfim,lloyd,2,2,,10,0.7790225732954403,12.337349397590362
tfim,topk,2,2,8.0,10,0.9579514355421456,11.636363636363637
tfim,log,2,2,,10,0.3989411514722407,12.337349397590362
tfim,percentile,2,2,,10,0.9802131903555327,11.441340782122905
tfim,lloyd,3,3,,10,0.8131127741638712,8.752136752136753
tfim,topk,3,3,8.0,10,0.9892460490987306,8.402051282051282
tfim,log,3,3,,10,0.6002038646918632,8.752136752136753
tfim,percentile,3,3,,10,0.9861573318070437,8.30200152014188
tfim,lloyd,4,4,,10,0.8124317435184811,6.69281045751634
tfim,topk,4,4,8.0,10,0.9903788208238228,6.491283676703645
tfim,log,4,4,,10,0.6077553747559492,6.69281045751634
tfim,percentile,4,4,,10,0.987248349135638,6.432665881429132
tfim,lloyd,2,2,,11,0.8064173047404112,12.337349397590362
tfim,topk,2,2,8.0,11,0.9659371925600395,11.636363636363637
tfim,log,2,2,,11,0.43166771424289857,12.337349397590362
tfim,percentile,2,2,,11,0.9842627820316517,11.441340782122905
tfim,lloyd,3,3,,11,0.7943841270083193,8.752136752136753
tfim,topk,3,3,8.0,11,0.9880329150016198,8.402051282051282
tfim,log,3,3,,11,0.5784784054062933,8.752136752136753
tfim,percentile,3,3,,11,0.9841921786978366,8.30200152014188
tfim,lloyd,4,4,,11,0.8105748159854481,6.69281045751634
tfim,topk,4,4,8.0,11,0.9891914100292395,6.491283676703645
tfim,log,4,4,,11,0.6037626463166813,6.69281045751634
tfim,percentile,4,4,,11,0.9855910340631087,6.432665881429132
tfim,lloyd,2,2,,12,0.7577033582991525,12.337349397590362
tfim,topk,2,2,8.0,12,0.9559901708502809,11.636363636363637
tfim,log,2,2,,12,0.37372968334813006,12.337349397590362
tfim,percentile,2,2,,12,0.9800930675418005,11.441340782122905
tfim,lloyd,3,3,,12,0.7924555627885956,8.752136752136753
tfim,topk,3,3,8.0,12,0.9878692019558396,8.402051282051282
tfim,log,3,3,,12,0.5846035831939334,8.752136752136753
tfim,percentile,3,3,,12,0.9844692506223508,8.30200152014188
tfim,lloyd,4,4,,12,0.8071341257147365,6.69281045751634
tfim,topk,4,4,8.0,12,0.9888974130814122,6.491283676703645
tfim,log,4,4,,12,0.611932282260194,6.69281045751634
tfim,percentile,4,4,,12,0.9859183020855948,6.432665881429132
tfim,lloyd,2,2,,13,0.8103455312413228,12.337349397590362
tfim,topk,2,2,8.0,13,0.9658170273577992,11.636363636363637
tfim,log,2,2,,13,0.4578014286094579,12.337349397590362
tfim,percentile,2,2,,13,0.984376247093116,11.441340782122905
tfim,lloyd,3,3,,13,0.802705301029004,8.752136752136753
tfim,topk,3,3,8.0,13,0.9880476815470586,8.402051282051282
tfim,log,3,3,,13,0.5906343053756515,8.752136752136753
tfim,percentile,3,3,,13,0.9845304419979434,8.30200152014188
tfim,lloyd,4,4,,13,0.8150989972596498,6.69281045751634
tfim,topk,4,4,8.0,13,0.989396617629687,6.491283676703645
tfim,log,4,4,,13,0.611098125653093,6.69281045751634
tfim,percentile,4,4,,13,0.9865452508223588,6.432665881429132
tfim,lloyd,2,2,,14,0.7920253277248468,12.337349397590362
tfim,topk,2,2,8.0,14,0.9602113715075254,11.636363636363637
tfim,log,2,2,,14,0.4213226878749184,12.337349397590362
tfim,percentile,2,2,,14,0.981261678736726,11.441340782122905
tfim,lloyd,3,3,,14,0.8088946344414408,8.752136752136753
tfim,topk,3,3,8.0,14,0.9893663227585995,8.402051282051282
tfim,log,3,3,,14,0.5995453702808015,8.752136752136753
tfim,percentile,3,3,,14,0.9863370655207965,8.30200152014188
tfim,lloyd,4,4,,14,0.812440300029755,6.69281045751634
tfim,topk,4,4,8.0,14,0.990262411921393,6.491283676703645
tfim,log,4,4,,14,0.6064808923881332,6.69281045751634
tfim,percentile,4,4,,14,0.9869868992291472,6.432665881429132
tfim,lloyd,2,2,,15,0.7816696667137126,12.337349397590362
tfim,topk,2,2,8.0,15,0.9578347535420403,11.636363636363637
tfim,log,2,2,,15,0.4221368919986049,12.337349397590362
tfim,percentile,2,2,,15,0.9803975266444889,11.441340782122905
tfim,lloyd,3,3,,15,0.8098505498851726,8.752136752136753
tfim,topk,3,3,8.0,15,0.9905683591349083,8.402051282051282
tfim,log,3,3,,15,0.6000259551919869,8.752136752136753
tfim,percentile,3,3,,15,0.9875767344459836,8.30200152014188
tfim,lloyd,4,4,,15,0.8060511003693982,6.69281045751634
tfim,topk,4,4,8.0,15,0.9892241086124375,6.491283676703645
tfim,log,4,4,,15,0.6062741780391898,6.69281045751634
tfim,percentile,4,4,,15,0.9859094774065745,6.432665881429132
tfim,lloyd,2,2,,16,0.7818993051024098,12.337349397590362
tfim,topk,2,2,8.0,16,0.9584548982779586,11.636363636363637
tfim,log,2,2,,16,0.4112056748551537,12.337349397590362
tfim,percentile,2,2,,16,0.9805070052488701,11.441340782122905
tfim,lloyd,3,3,,16,0.8107412752356392,8.752136752136753
tfim,topk,3,3,8.0,16,0.9906399753652122,8.402051282051282
tfim,log,3,3,,16,0.6024171734111918,8.752136752136753
