state_class,magnitude_quantizer,bits_per_magnitude,bits_per_phase,k,sample_idx,fidelity,compression_ratio
heisenberg,percentile,2,2,,4,0.9817597532611526,11.361997226074896
heisenberg,lloyd,3,3,,4,0.9721160209509736,8.752136752136753
heisenberg,topk,3,3,8.0,4,0.9826675806560922,8.402051282051282
heisenberg,log,3,3,,4,0.5932755606435158,8.752136752136753
heisenberg,percentile,3,3,,4,0.9890910354068231,8.261187444850624
heisenberg,lloyd,4,4,,4,0.9697815573545674,6.69281045751634
heisenberg,topk,4,4,8.0,4,0.9805066282678715,6.491283676703645
heisenberg,log,4,4,,4,0.8224148532626575,6.69281045751634
heisenberg,percentile,4,4,,4,0.9876143868983482,6.408761979268531
heisenberg,lloyd,2,2,,5,0.9495122681114664,12.337349397590362
heisenberg,topk,2,2,8.0,5,0.9735823656365121,11.636363636363637
heisenberg,log,2,2,,5,0.4765725647699957,12.337349397590362
heisenberg,percentile,2,2,,5,0.9818214841364498,11.361997226074896
heisenberg,lloyd,3,3,,5,0.973226718368495,8.752136752136753
heisenberg,topk,3,3,8.0,5,0.982986759107087,8.402051282051282
heisenberg,log,3,3,,5,0.6006449474334995,8.752136752136753
heisenberg,percentile,3,3,,5,0.989147320533243,8.261187444850624
