state_class,strategy,sample_idx,basis
mps,oracle,7,wht
mps,kstar,8,wht
mps,oracle,8,wht
mps,kstar,9,wht
mps,oracle,9,identity
mps,kstar,10,identity
mps,oracle,10,dct
mps,kstar,11,identity
mps,oracle,11,wht
mps,kstar,12,identity
mps,oracle,12,dct
mps,kstar,13,wht
mps,oracle,13,identity
mps,kstar,14,wht
mps,oracle,14,identity
mps,kstar,15,wht
mps,oracle,15,dct
mps,kstar,16,wht
mps,oracle,16,wht
mps,kstar,17,wht
mps,oracle,17,identity
mps,kstar,18,identity
mps,oracle,18,dct
mps,kstar,19,identity
mps,oracle,19,dct
heisenberg,kstar,0,wht
heisenberg,oracle,0,dct
heisenberg,kstar,1,wht
heisenberg,oracle,1,dct
heisenberg,kstar,2,wht
heisenberg,oracle,2,dct
heisenberg,kstar,3,wht
heisenberg,oracle,3,dct
heisenberg,kstar,4,wht
heisenberg,oracle,4,dct
heisenberg,kstar,5,wht
heisenberg,oracle,5,dct
heisenberg,kstar,6,wht
heisenberg,oracle,6,dct
heisenberg,kstar,7,wht
heisenberg,oracle,7,dct
heisenberg,kstar,8,wht
heisenberg,oracle,8,dct
heisenberg,kstar,9,wht
heisenberg,oracle,9,dct
heisenberg,kstar,10,wht
heisenberg,oracle,10,dct
heisenberg,kstar,11,wht
heisenberg,oracle,11,dct
heisenberg,kstar,12,wht
heisenberg,oracle,12,dct
heisenberg,kstar,13,wht
heisenberg,oracle,13,dct
heisenberg,kstar,14,wht
heisenberg,oracle,14,dct
heisenberg,kstar,15,wht
heisenberg,oracle,15,dct
heisenberg,kstar,16,wht
heisenberg,oracle,16,dct
heisenberg,kstar,17,wht
heisenberg,oracle,17,dct
heisenberg,kstar,18,wht
heisenberg,oracle,18,dct
heisenberg,kstar,19,wht
heisenberg,oracle,19,dct
mps_chi2,kstar,0,identity
mps_chi2,oracle,0,identity
mps_chi2,kstar,1,wht
mps_chi2,oracle,1,wht
mps_chi2,kstar,2,identity
mps_chi2,oracle,2,wht
mps_chi2,kstar,3,identity
mps_chi2,oracle,3,identity
mps_chi2,kstar,4,identity
mps_chi2,oracle,4,dct
mps_chi2,kstar,5,dct
mps_chi2,oracle,5,dct
mps_chi2,kstar,6,identity
mps_chi2,oracle,6,wht
mps_chi2,kstar,7,wht
mps_chi2,oracle,7,identity
mps_chi2,kstar,8,identity
mps_chi2,oracle,8,identity
mps_chi2,kstar,9,wht
mps_chi2,oracle,9,identity
mps_chi2,kstar,10,wht
mps_chi2,oracle,10,identity
mps_chi2,kstar,11,identity
mps_chi2,oracle,11,identity
mps_chi2,kstar,12,identity
mps_chi2,oracle,12,identity
mps_chi2,kstar,13,identity
mps_chi2,oracle,13,identity
mps_chi2,kstar,14,wht
mps_chi2,oracle,14,identity
mps_chi2,kstar,15,identity
mps_chi2,oracle,15,dct
mps_chi2,kstar,16,wht
mps_chi2,oracle,16,wht
mps_chi2,kstar,17,identity
mps_chi2,oracle,17,wht
mps_chi2,kstar,18,identity
mps_chi2,oracle,18,wht
mps_chi2,kstar,19,dct
mps_chi2,oracle,19,identity
mps_chi4,kstar,0,identity
mps_chi4,oracle,0,dct
mps_chi4,kstar,1,identity
mps_chi4,oracle,1,wht
mps_chi4,kstar,2,wht
mps_chi4,oracle,2,dct
mps_chi4,kstar,3,identity
mps_chi4,oracle,3,dct
mps_chi4,kstar,4,wht
mps_chi4,oracle,4,dct
mps_chi4,kstar,5,wht
mps_chi4,oracle,5,dct
mps_chi4,kstar,6,wht
mps_chi4,oracle,6,dct
mps_chi4,kstar,7,wht
mps_chi4,oracle,7,dct
mps_chi4,kstar,8,wht
mps_chi4,oracle,8,dct
mps_chi4,kstar,9,wht
mps_chi4,oracle,9,dct
mps_chi4,kstar,10,identity
mps_chi4,oracle,10,dct
mps_chi4,kstar,11,identity
mps_chi4,oracle,11,dct
mps_chi4,kstar,12,wht
mps_chi4,oracle,12,wht
mps_chi4,kstar,13,wht
mps_chi4,oracle,13,identity
mps_chi4,kstar,14,wht
mps_chi4,oracle,14,identity
mps_chi4,kstar,15,wht
mps_chi4,oracle,15,dct
mps_chi4,kstar,16,wht
mps_chi4,oracle,16,dct
mps_chi4,kstar,17,wht
mps_chi4,oracle,17,wht
mps_chi4,kstar,18,identity
mps_chi4,oracle,18,dct
mps_chi4,kstar,19,wht
mps_chi4,oracle,19,identity
clifford,kstar,0,wht
clifford,oracle,0,wht
clifford,kstar,1,wht
clifford,oracle,1,wht
clifford,kstar,2,dct
clifford,oracle,2,wht
clifford,kstar,3,wht
clifford,oracle,3,wht
clifford,kstar,4,identity
clifford,oracle,4,identity
clifford,kstar,5,wht
clifford,oracle,5,wht
clifford,kstar,6,wht
clifford,oracle,6,wht
clifford,kstar,7,identity
clifford,oracle,7,wht
clifford,kstar,8,dct
clifford,oracle,8,wht
clifford,kstar,9,wht
clifford,oracle,9,wht
clifford,kstar,10,wht
clifford,oracle,10,wht
clifford,kstar,11,wht
clifford,oracle,11,wht
clifford,kstar,12,wht
clifford,oracle,12,wht
clifford,kstar,13,dct
clifford,oracle,13,wht
clifford,kstar,14,wht
clifford,oracle,14,wht
clifford,kstar,15,wht
clifford,oracle,15,identity
clifford,kstar,16,identity
clifford,oracle,16,identity
clifford,kstar,17,wht
clifford,oracle,17,wht
clifford,kstar,18,wht
clifford,oracle,18,wht
clifford,kstar,19,wht
clifford,oracle,19,wht
