state_class,basis,threshold,sample_idx,k_star
mps_chi2,dct,0.9,18,419
mps_chi2,dct,0.99,18,770
mps_chi2,identity,0.5,18,21
mps_chi2,identity,0.9,18,169
mps_chi2,identity,0.99,18,525
mps_chi2,wht,0.5,19,35
mps_chi2,wht,0.9,19,224
mps_chi2,wht,0.99,19,582
mps_chi2,dct,0.5,19,20
mps_chi2,dct,0.9,19,221
mps_chi2,dct,0.99,19,604
mps_chi2,identity,0.5,19,84
mps_chi2,identity,0.9,19,409
mps_chi2,identity,0.99,19,773
mps_chi4,wht,0.5,0,89
mps_chi4,wht,0.9,0,428
mps_chi4,wht,0.99,0,783
mps_chi4,dct,0.5,0,142
mps_chi4,dct,0.9,0,527
mps_chi4,dct,0.99,0,847
mps_chi4,identity,0.5,0,76
mps_chi4,identity,0.9,0,376
mps_chi4,identity,0.99,0,735
mps_chi4,wht,0.5,1,106
mps_chi4,wht,0.9,1,457
mps_chi4,wht,0.99,1,815
mps_chi4,dct,0.5,1,124
mps_chi4,dct,0.9,1,462
mps_chi4,dct,0.99,1,799
mps_chi4,identity,0.5,1,66
mps_chi4,identity,0.9,1,367
mps_chi4,identity,0.99,1,737
mps_chi4,wht,0.5,2,39
mps_chi4,wht,0.9,2,271
mps_chi4,wht,0.99,2,618
mps_chi4,dct,0.5,2,73
mps_chi4,dct,0.9,2,403
mps_chi4,dct,0.99,2,765
mps_chi4,identity,0.5,2,65
mps_chi4,identity,0.9,2,402
mps_chi4,identity,0.99,2,774
mps_chi4,wht,0.5,3,74
mps_chi4,wht,0.9,3,381
mps_chi4,wht,0.99,3,748
mps_chi4,dct,0.5,3,104
mps_chi4,dct,0.9,3,474
mps_chi4,dct,0.99,3,815
mps_chi4,identity,0.5,3,47
mps_chi4,identity,0.9,3,358
mps_chi4,identity,0.99,3,756
mps_chi4,wht,0.5,4,79
mps_chi4,wht,0.9,4,387
mps_chi4,wht,0.99,4,757
mps_chi4,dct,0.5,4,77
mps_chi4,dct,0.9,4,403
mps_chi4,dct,0.99,4,772
mps_chi4,identity,0.5,4,81
mps_chi4,identity,0.9,4,407
mps_chi4,identity,0.99,4,775
mps_chi4,wht,0.5,5,77
mps_chi4,wht,0.9,5,412
mps_chi4,wht,0.99,5,777
mps_chi4,dct,0.5,5,124
mps_chi4,dct,0.9,5,523
mps_chi4,dct,0.99,5,853
mps_chi4,identity,0.5,5,122
mps_chi4,identity,0.9,5,493
mps_chi4,identity,0.99,5,829
mps_chi4,wht,0.5,6,75
mps_chi4,wht,0.9,6,357
mps_chi4,wht,0.99,6,697
mps_chi4,dct,0.5,6,123
mps_chi4,dct,0.9,6,476
mps_chi4,dct,0.99,6,802
mps_chi4,identity,0.5,6,112
mps_chi4,identity,0.9,6,477
mps_chi4,identity,0.99,6,808
mps_chi4,wht,0.5,7,62
mps_chi4,wht,0.9,7,336
mps_chi4,wht,0.99,7,684
mps_chi4,dct,0.5,7,111
mps_chi4,dct,0.9,7,463
mps_chi4,dct,0.99,7,802
mps_chi4,identity,0.5,7,89
mps_chi4,identity,0.9,7,441
mps_chi4,identity,0.99,7,790
mps_chi4,wht,0.5,8,70
mps_chi4,wht,0.9,8,372
mps_chi4,wht,0.99,8,736
mps_chi4,dct,0.5,8,105
mps_chi4,dct,0.9,8,469
mps_chi4,dct,0.99,8,808
mps_chi4,identity,0.5,8,75
mps_chi4,identity,0.9,8,390
mps_chi4,identity,0.99,8,766
mps_chi4,wht,0.5,9,70
mps_chi4,wht,0.9,9,345
mps_chi4,wht,0.99,9,688
mps_chi4,dct,0.5,9,112
mps_chi4,dct,0.9,9,439
mps_chi4,dct,0.99,9,766
mps_chi4,identity,0.5,9,51
mps_chi4,identity,0.9,9,384
mps_chi4,identity,0.99,9,786
mps_chi4,wht,0.5,10,136
mps_chi4,wht,0.9,10,532
mps_chi4,wht,0.99,10,849
mps_chi4,dct,0.5,10,147
mps_chi4,dct,0.9,10,538
mps_chi4,dct,0.99,10,857
mps_chi4,identity,0.5,10,57
mps_chi4,identity,0.9,10,349
mps_chi4,identity,0.99,10,701
mps_chi4,wht,0.5,11,75
mps_chi4,wht,0.9,11,399
mps_chi4,wht,0.99,11,776
mps_chi4,dct,0.5,11,105
mps_chi4,dct,0.9,11,460
mps_chi4,dct,0.99,11,804
mps_chi4,identity,0.5,11,55
mps_chi4,identity,0.9,11,307
mps_chi4,identity,0.99,11,667
mps_chi4,wht,0.5,12,20
mps_chi4,wht,0.9,12,191
mps_chi4,wht,0.99,12,599
mps_chi4,dct,0.5,12,45
mps_chi4,dct,0.9,12,355
mps_chi4,dct,0.99,12,760
mps_chi4,identity,0.5,12,76
mps_chi4,identity,0.9,12,388
mps_chi4,identity,0.99,12,763
mps_chi4,wht,0.5,13,39
mps_chi4,wht,0.9,13,308
mps_chi4,wht,0.99,13,717
mps_chi4,dct,0.5,13,91
mps_chi4,dct,0.9,13,431
mps_chi4,dct,0.99,13,782
mps_chi4,identity,0.5,13,63
mps_chi4,identity,0.9,13,353
mps_chi4,identity,0.99,13,747
mps_chi4,wht,0.5,14,73
mps_chi4,wht,0.9,14,373
mps_chi4,wht,0.99,14,724
mps_chi4,dct,0.5,14,89
mps_chi4,dct,0.9,14,442
mps_chi4,dct,0.99,14,797
mps_chi4,identity,0.5,14,82
mps_chi4,identity,0.9,14,414
mps_chi4,identity,0.99,14,765
mps_chi4,wht,0.5,15,63
mps_chi4,wht,0.9,15,364
mps_chi4,wht,0.99,15,744
mps_chi4,dct,0.5,15,93
mps_chi4,dct,0.9,15,428
mps_chi4,dct,0.99,15,794
mps_chi4,identity,0.5,15,95
mps_chi4,identity,0.9,15,457
mps_chi4,identity,0.99,15,814
mps_chi4,wht,0.5,16,79
mps_chi4,wht,0.9,16,375
mps_chi4,wht,0.99,16,734
mps_chi4,dct,0.5,16,124
mps_chi4,dct,0.9,16,479
mps_chi4,dct,0.99,16,799
mps_chi4,identity,0.5,16,127
mps_chi4,identity,0.9,16,513
mps_chi4,identity,0.99,16,835
mps_chi4,wht,0.5,17,53
mps_chi4,wht,0.9,17,327
mps_chi4,wht,0.99,17,706
mps_chi4,dct,0.5,17,104
mps_chi4,dct,0.9,17,483
mps_chi4,dct,0.99,17,817
mps_chi4,identity,0.5,17,95
mps_chi4,identity,0.9,17,463
mps_chi4,identity,0.99,17,810
mps_chi4,wht,0.5,18,148
mps_chi4,wht,0.9,18,525
mps_chi4,wht,0.99,18,841
mps_chi4,dct,0.5,18,156
mps_chi4,dct,0.9,18,565
mps_chi4,dct,0.99,18,870
mps_chi4,identity,0.5,18,83
mps_chi4,identity,0.9,18,393
mps_chi4,identity,0.99,18,756
mps_chi4,wht,0.5,19,66
mps_chi4,wht,0.9,19,375
mps_chi4,wht,0.99,19,750
mps_chi4,dct,0.5,19,114
mps_chi4,dct,0.9,19,493
mps_chi4,dct,0.99,19,823
mps_chi4,identity,0.5,19,66
mps_chi4,identity,0.9,19,398
mps_chi4,identity,0.99,19,783
clifford,wht,0.5,0,129
clifford,wht,0.9,0,231
clifford,wht,0.99,0,254
clifford,dct,0.5,0,218
clifford,dct,0.9,0,604
clifford,dct,0.99,0,861
clifford,identity,0.5,0,257
clifford,identity,0.9,0,461
clifford,identity,0.99,0,507
clifford,wht,0.5,1,256
clifford,wht,0.9,1,461
clifford,wht,0.99,1,507
clifford,dct,0.5,1,160
clifford,dct,0.9,1,537
clifford,dct,0.99,1,827
clifford,identity,0.5,1,256
clifford,identity,0.9,1,461
clifford,identity,0.99,1,507
clifford,wht,0.5,2,513
clifford,wht,0.9,2,922
clifford,wht,0.99,2,1014
clifford,dct,0.5,2,216
clifford,dct,0.9,2,625
clifford,dct,0.99,2,889
clifford,identity,0.5,2,513
clifford,identity,0.9,2,922
clifford,identity,0.99,2,1014
clifford,wht,0.5,3,128
clifford,wht,0.9,3,231
clifford,wht,0.99,3,254
clifford,dct,0.5,3,176
clifford,dct,0.9,3,554
clifford,dct,0.99,3,837
clifford,identity,0.5,3,256
clifford,identity,0.9,3,461
clifford,identity,0.99,3,507
clifford,wht,0.5,4,512
clifford,wht,0.9,4,922
clifford,wht,0.99,4,1014
clifford,dct,0.5,4,160
clifford,dct,0.9,4,565
clifford,dct,0.99,4,861
clifford,identity,0.5,4,256
clifford,identity,0.9,4,461
clifford,identity,0.99,4,507
clifford,wht,0.5,5,257
clifford,wht,0.9,5,461
clifford,wht,0.99,5,507
clifford,dct,0.5,5,226
clifford,dct,0.9,5,637
clifford,dct,0.99,5,908
clifford,identity,0.5,5,513
clifford,identity,0.9,5,922
clifford,identity,0.99,5,1014
clifford,wht,0.5,6,256
clifford,wht,0.9,6,461
clifford,wht,0.99,6,507
clifford,dct,0.5,6,196
clifford,dct,0.9,6,587
clifford,dct,0.99,6,869
clifford,identity,0.5,6,512
clifford,identity,0.9,6,922
clifford,identity,0.99,6,1014
clifford,wht,0.5,7,512
clifford,wht,0.9,7,922
clifford,wht,0.99,7,1014
clifford,dct,0.5,7,191
clifford,dct,0.9,7,593
clifford,dct,0.99,7,873
clifford,identity,0.5,7,256
clifford,identity,0.9,7,461
clifford,identity,0.99,7,507
clifford,wht,0.5,8,512
clifford,wht,0.9,8,922
clifford,wht,0.99,8,1014
clifford,dct,0.5,8,181
clifford,dct,0.9,8,590
clifford,dct,0.99,8,873
clifford,identity,0.5,8,512
clifford,identity,0.9,8,922
clifford,identity,0.99,8,1014
clifford,wht,0.5,9,257
clifford,wht,0.9,9,461
clifford,wht,0.99,9,507
clifford,dct,0.5,9,219
clifford,dct,0.9,9,632
clifford,dct,0.99,9,887
clifford,identity,0.5,9,257
clifford,identity,0.9,9,461
clifford,identity,0.99,9,507
clifford,wht,0.5,10,256
clifford,wht,0.9,10,461
clifford,wht,0.99,10,507
clifford,dct,0.5,10,175
clifford,dct,0.9,10,560
clifford,dct,0.99,10,843
clifford,identity,0.5,10,512
clifford,identity,0.9,10,922
clifford,identity,0.99,10,1014
clifford,wht,0.5,11,256
clifford,wht,0.9,11,461
clifford,wht,0.99,11,507
clifford,dct,0.5,11,214
clifford,dct,0.9,11,609
clifford,dct,0.99,11,886
clifford,identity,0.5,11,256
clifford,identity,0.9,11,461
clifford,identity,0.99,11,507
clifford,wht,0.5,12,128
clifford,wht,0.9,12,231
clifford,wht,0.99,12,254
clifford,dct,0.5,12,206
clifford,dct,0.9,12,609
clifford,dct,0.99,12,882
clifford,identity,0.5,12,256
clifford,identity,0.9,12,461
clifford,identity,0.99,12,507
clifford,wht,0.5,13,513
clifford,wht,0.9,13,922
clifford,wht,0.99,13,1014
clifford,dct,0.5,13,221
clifford,dct,0.9,13,621
clifford,dct,0.99,13,898
clifford,identity,0.5,13,513
clifford,identity,0.9,13,922
clifford,identity,0.99,13,1014
clifford,wht,0.5,14,256
clifford,wht,0.9,14,461
clifford,wht,0.99,14,507
clifford,dct,0.5,14,236
clifford,dct,0.9,14,650
clifford,dct,0.99,14,899
clifford,identity,0.5,14,256
clifford,identity,0.9,14,461
clifford,identity,0.99,14,507
clifford,wht,0.5,15,256
clifford,wht,0.9,15,461
clifford,wht,0.99,15,507
clifford,dct,0.5,15,226
clifford,dct,0.9,15,635
clifford,dct,0.99,15,898
clifford,identity,0.5,15,256
clifford,identity,0.9,15,461
clifford,identity,0.99,15,507
clifford,wht,0.5,16,512
clifford,wht,0.9,16,922
clifford,wht,0.99,16,1014
clifford,dct,0.5,16,184
clifford,dct,0.9,16,585
clifford,dct,0.99,16,861
clifford,identity,0.5,16,256
clifford,identity,0.9,16,461
clifford,identity,0.99,16,507
clifford,wht,0.5,17,256
clifford,wht,0.9,17,461
clifford,wht,0.99,17,507
clifford,dct,0.5,17,177
clifford,dct,0.9,17,546
clifford,dct,0.99,17,831
clifford,identity,0.5,17,512
clifford,identity,0.9,17,922
clifford,identity,0.99,17,1014
clifford,wht,0.5,18,129
clifford,wht,0.9,18,231
clifford,wht,0.99,18,254
clifford,dct,0.5,18,211
clifford,dct,0.9,18,616
clifford,dct,0.99,18,882
clifford,identity,0.5,18,513
clifford,identity,0.9,18,922
clifford,identity,0.99,18,1014
clifford,wht,0.5,19,129
clifford,wht,0.9,19,231
clifford,wht,0.99,19,254
clifford,dct,0.5,19,224
clifford,dct,0.9,19,626
clifford,dct,0.99,19,884
clifford,identity,0.5,19,513
clifford,identity,0.9,19,922
clifford,identity,0.99,19,1014
