state_class,strategy,sample_idx,basis
clifford,quant_probe,9,wht
clifford,hybrid,9,wht
clifford,oracle,9,wht
clifford,wht_only,10,wht
clifford,kstar_90,10,wht
clifford,kstar_50,10,dct
clifford,topk_mass,10,dct
clifford,quant_probe,10,wht
clifford,hybrid,10,wht
clifford,oracle,10,wht
clifford,wht_only,11,wht
clifford,kstar_90,11,wht
clifford,kstar_50,11,dct
clifford,topk_mass,11,dct
clifford,quant_probe,11,wht
clifford,hybrid,11,wht
clifford,oracle,11,wht
clifford,wht_only,12,wht
clifford,kstar_90,12,wht
clifford,kstar_50,12,wht
clifford,topk_mass,12,dct
clifford,quant_probe,12,wht
clifford,hybrid,12,wht
clifford,oracle,12,wht
clifford,wht_only,13,wht
clifford,kstar_90,13,dct
clifford,kstar_50,13,dct
clifford,topk_mass,13,dct
clifford,quant_probe,13,wht
clifford,hybrid,13,wht
clifford,oracle,13,wht
clifford,wht_only,14,wht
clifford,kstar_90,14,wht
clifford,kstar_50,14,dct
clifford,topk_mass,14,dct
clifford,quant_probe,14,wht
clifford,hybrid,14,wht
clifford,oracle,14,wht
clifford,wht_only,15,wht
clifford,kstar_90,15,wht
clifford,kstar_50,15,dct
clifford,topk_mass,15,dct
clifford,quant_probe,15,identity
clifford,hybrid,15,wht
clifford,oracle,15,identity
clifford,wht_only,16,wht
clifford,kstar_90,16,identity
clifford,kstar_50,16,dct
clifford,topk_mass,16,dct
clifford,quant_probe,16,identity
clifford,hybrid,16,wht
clifford,oracle,16,identity
clifford,wht_only,17,wht
clifford,kstar_90,17,wht
clifford,kstar_50,17,dct
clifford,topk_mass,17,dct
clifford,quant_probe,17,identity
clifford,hybrid,17,wht
clifford,oracle,17,wht
clifford,wht_only,18,wht
clifford,kstar_90,18,wht
clifford,kstar_50,18,wht
clifford,topk_mass,18,dct
clifford,quant_probe,18,wht
clifford,hybrid,18,wht
clifford,oracle,18,wht
clifford,wht_only,19,wht
clifford,kstar_90,19,wht
clifford,kstar_50,19,wht
clifford,topk_mass,19,dct
clifford,quant_probe,19,wht
clifford,hybrid,19,wht
clifford,oracle,19,wht
